sBB,sBW,sWB,sWW,pBB,pBW,pWB,pWW,counterfactual,N_B,N_W
0.04,0.96,0.10434782608695652,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.76,0.24,0.02608695652173913,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.8,0.2,0.021739130434782608,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.84,0.16,0.017391304347826087,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.88,0.12,0.013043478260869565,0.84,0.89,1.0,0.68,0.84,No counterfactual,5,46
0.0,0.92,0.1,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.04,0.92,0.1,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.08,0.92,0.1,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.72,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.76,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.76,0.24,0.02608695652173913,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.8,0.2,0.021739130434782608,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.84,0.16,0.017391304347826087,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.88,0.12,0.013043478260869565,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.92,0.08,0.008695652173913044,0.8,0.92,1.0,0.3,0.8,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.76,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.76,0.24,0.02608695652173913,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.8,0.2,0.021739130434782608,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.84,0.16,0.017391304347826087,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.88,0.12,0.013043478260869565,0.8,1.0,0.8,0.26,0.81,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.8,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.8,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.8,0.99,1.0,0.12,0.8300000000000001,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.08,0.92,0.1,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.8,0.85,1.0,0.64,0.8300000000000001,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.72,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.72,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.08,0.92,0.1,0.72,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.08,0.92,0.1,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.72,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.72,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.76,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.76,0.24,0.02608695652173913,0.8,0.79,1.0,0.6,0.81,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.8,0.53,1.0,0.29,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.72,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.76,1.0,0.91,0.84,0.79,No counterfactual,5,46
0.0,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.72,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.04,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.72,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.08,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.08,0.92,0.1,0.72,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.12,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.72,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.16,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.72,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.2,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.24,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.28,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.8,0.48,1.0,0.34,0.81,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.72,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.72,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.72,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.72,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.72,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.4,0.6,0.06521739130434782,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.44,0.56,0.06086956521739131,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.48,0.52,0.05652173913043478,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.52,0.48,0.05217391304347826,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.56,0.44,0.04782608695652174,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.6,0.4,0.043478260869565216,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.64,0.36,0.03913043478260869,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.68,0.32,0.034782608695652174,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.72,0.28,0.030434782608695653,0.76,1.0,0.85,0.45,0.79,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.0,1.0,0.10869565217391304,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.04,0.96,0.10434782608695652,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.08,0.92,0.1,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.12,0.88,0.09565217391304348,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.16,0.84,0.09130434782608696,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.2,0.8,0.08695652173913043,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.76,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.24,0.76,0.08260869565217391,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.28,0.72,0.07826086956521738,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.32,0.68,0.07391304347826087,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.8,0.75,1.0,0.85,0.84,No counterfactual,5,46
0.36,0.64,0.06956521739130435,0.84,0.75,1.0,0.85,0.84,No counterfactual,5,46
